WORD	LABEL	ANNOTATORS	SENTENCE	SENTENCE_INDEX
guide	0	0	Parents , perhaps mindful of their daughters ' futures , are helping to make STEM dolls a `` burgeoning category , '' said Jackie Breyer , editor-in-chief for gift guide Toy Insider .	29
trailing	1	3	Looking closer , the passenger on the Point Sur also noticed several buoys were strangely close to the whale , trailing behind it .	20
led	0	0	The Humane Society supports the coalition backing the initiative , which is led by a group called Mainers for Fair Bear Hunting .	12
tattoos	0	0	The pieces consist of animal bones , mostly skulls , into which Borders has engraved and inked complex designs of lines and dots that resemble traditional mehndi tattoos .	27
dream	0	0	The Mighty Makers line from K'nex , for example , includes a construction set in which two small female dolls get to build their dream house from the ground up .	24
extremists	1	7	The couple , who fled Iraq 's second-largest city of Mosul after it was captured by Sunni extremists earlier this month , has always been poor .	17
answers	0	0	They 're now embarking on a new series of tests in California 's Central Valley , aimed at working out the answers to a multitude of technical questions that must be resolved to make the project work .	21
administration	1	8	White House advisers declined to say how much the proposal would cost or how the administration planned to pay for it , but experts said such a venture could cost the federal government tens of billions of dollars .	15
assess	1	3	Major construction on the highly anticipated Westside subway extension wo n't begin until next year , but an exploratory shaft dug at the corner of Ogden Drive to assess soil conditions for future stations and tunnels has burped up a bonanza of prehistoric swag .	28
requirements	1	7	The School Nutrition Association is calling on Congress and the U.S. Department of Agriculture to ease up on the next round of federal healthy food requirements , due July 1 .	25
concocting	1	7	Ancient Egyptians may have been concocting complex and effective mixtures to preserve their dead as far back as 4300 B.C. , new evidence suggests .	5
stiffen	1	5	COLORADO SPRINGS , Colo. -- In an unprecedented backlash , two state lawmakers who helped stiffen Colorado 's gun laws were ousted Tuesday in a recall that turned into a nationally watched referendum on gun control .	15
pups	0	0	The pups , hungry , struck out prematurely that winter .	1
hassles	1	7	The space squeeze -- as airlines pack more people and profit into planes -- is only the latest frustration for travelers , already weary of security hassles and charges for checked baggage , food , in-flight entertainment and other once-free services .	26
swigged	1	5	On another day , the same volunteers swigged a `` placebo '' energy drink that had the same taste , texture and nutrients as Rockstar but none of the caffeine , taurine or other stimulants .	7
advisers	1	5	The program , inspired by new initiatives in Tennessee and Chicago , could benefit up to 9 million students , advisers said .	20
compared	1	4	According to the most recent national survey , 288 million men smoked regularly in China in 2010 , compared with 13 million women .	18
Hyperion	0	0	The software , called Hyperion , simulates the physics of light , which can make animated films more lifelike or give them an otherworldly look .	4
organism	1	8	The organism responsible , Naegleria fowleri , dwells in warm freshwater lakes and rivers and usually targets children and young adults .	1
donate	0	0	They called upon their supporters to donate blood and rush to the Nasr district of Cairo to assist the victims .	6
zone	0	0	In a brief appearance before reporters in which he took no questions , Biden did not go into details on differences over China 's newly declared restricted flying zone .	28
department	0	0	Lost in the debate about online learning , however , is its impact in far-flung regions of the globe , places like the electrical engineering department at the University of El Salvador and the modest walk-up apartment of the Palacios family , above the medical clinic of Dr. Roberto Palacios Navarro , Roosemberth 's father .	25
Bugs	0	0	WASHINGTON -- Harry Potter , Elvis Presley and Bugs Bunny share one thing in common : Traditional stamp collectors are no fans .	8
shopping	0	0	That kind of power shopping has made the Chinese tourist the highest-spending overseas visitor to the U.S. and one of the most valued customers for U.S. outlet malls , shopping centers and tour bus operators .	29
arrived	0	0	Far from access to natural maple syrup , wild rice and game , the residents at Little Earth of United Tribes -- a south Minneapolis low-income housing complex -- are finding new old ways to grow crops that existed long before European settlers arrived .	43
identified	1	5	The student , who did n't want to be identified because of the stigma of mental illness , is not alone .	9
includes	0	0	The Mighty Makers line from K'nex , for example , includes a construction set in which two small female dolls get to build their dream house from the ground up .	10
breakaway	1	7	Iraqi Yazidis could face genocide , President Barack Obama said last week as he announced the U.S. would drop water and food to those who fled the Islamic State -LRB- ISIL -RRB- , an al-Qaida breakaway faction that has seized huge chunks of territory in Iraq and neighboring Syria .	35
circles	0	0	Displayed on a tablet , the app shows a map of northeastern China covered with large orange circles , each representing one of the country 's major polluters , reporting its emissions in real time .	17
groups	0	0	NEW YORK -- It has been a big year for bears in the news , especially in Maine , where voters on Nov. 4 face a question that has bedeviled other bear-heavy states : how to keep the species ' population at bay in the face of pressure from animal rights groups lobbying to ban certain hunting methods .	51
perpetuated	1	9	But by focusing on the lack of opportunities in many of the city 's minority neighborhoods , and doing it through the lens of the city 's youth , Emanuel took on one of the top criticisms lobbed at him during the campaign : He 's a mayor who has perpetuated two Chicagos -- one for the wealthy and one for the rest .	50
courage	0	0	Inspired by their courage , demonstrators across the South adopted their `` jail not bail '' tactic and filled jail cells .	3
assessment	1	4	Results from the 2012 Program of International Student Assessment showed that U.S. teenagers were in the bottom half for financial literacy among the 18 countries that participated , ahead of France and Spain , but below Latvia , Russia and China .	8
Type	0	0	Carroll has Type 1 diabetes and wears a pump that delivers insulin directly into his body .	2
dozens	0	0	Using the WiFi on his camera , he uploaded dozens of his raw photos to Instagram and Twitter , sharing them with his several thousand followers in real time .	9
lobbed	1	3	But by focusing on the lack of opportunities in many of the city 's minority neighborhoods , and doing it through the lens of the city 's youth , Emanuel took on one of the top criticisms lobbed at him during the campaign : He 's a mayor who has perpetuated two Chicagos -- one for the wealthy and one for the rest .	37
evolving	1	7	He defended his record -- and implicitly urged the public to elect another Democratic president to build on it -- but acknowledged the persistent anxieties of Americans who feel shut out of a changing economy or at risk from an evolving terror threat .	40
disadvantaged	1	7	CHICAGO -- Chicago Mayor Rahm Emanuel took the oath of office to begin his second term Monday and took the unusual step of focusing his inaugural address on a single issue : The lack of opportunity facing the city 's disadvantaged youths .	40
elephant	0	0	Once numbering in the millions , Africa 's elephant population has dwindled to 500,000 or less , said Dan Ashe , the director of the U.S. Fish and Wildlife Service .	8
born	0	0	LOS ANGELES -- There have been days since her son Ezekiel was born 11 months ago that Los Angeles mom Beth Capper has gone without food to keep up her supply .	12
rebuff	1	6	BEIJING -- In a sharp rebuff , China accused Washington on Wednesday of taking Japan 's side in a tense clash over disputed islands in the East China Sea , underscoring rising regional friction as visiting Vice President Joe Biden met with Beijing 's leaders .	5
almost	0	0	KABUL , Afghanistan -- The weapons of Afghanistan 's long decades of war can be seen almost everywhere , from the burned-out hulks of Soviet tanks to the Kalashnikov assault rifles slung over policemen 's shoulders and helicopter gunships roaring overhead .	16
mechanisms	1	6	If so , the discovery could change our understanding of the neurological mechanisms behind some thought processes .	12
sweeping	1	6	The recall was the first in the 100 years since Colorado adopted the constitutional provision and grew out of sweeping measures passed last winter after mass shootings at a school in Newtown , Connecticut , and at a movie theater in Aurora , outside Denver .	19
carcasses	1	7	He pulls it back to reveal the carcasses of two cows , or what 's left of them .	7
entire	0	0	A closure along the entire West Coast would be a blow to the industry , which harvested nearly $ 170 million worth of Dungeness crab in 2014 .	4
exoskeleton	1	8	`` We 're taking the Iron Man concept and bringing it closer to reality , '' said Dowling , referring to the Marvel Comics character Tony Stark , an industrialist and master engineer who builds a rocket-powered exoskeleton , turning himself into a superhero .	37
shoot	0	0	The movie is being made in Louisiana largely because the state offers unlimited tax credits to entice film companies to shoot on location there .	20
inspiring	1	7	Organizers say the girls ' five-year friendship -- which spills over from the baseball field to Taylor Swift concerts , trips to the local swimming pool and other activities -- is an inspiring example of the meaningful bonds formed in programs like Buddy Baseball , in which young people with special needs are exposed to sports with the help of kids without similar challenges .	32
contained	0	0	`` The evidence fully supports my findings that -LRB- 1 -RRB- Mr. Brady participated in a scheme to tamper with the game balls after they had been approved by the game officials for use in the AFC Championship Game and -LRB- 2 -RRB- Mr. Brady willfully obstructed the investigation by , among other things , affirmatively arranging for destruction of his cellphone knowing that it contained potentially relevant information that had been requested by the investigators , '' Goodell wrote in his ruling .	65
facade	1	7	`` I was very good at putting up a facade , '' said the Los Altos High student , now a senior , who later was diagnosed with major depression and attention deficit hyperactivity disorder , a diagnosis that her parents resisted for six months and that many who knew her could n't believe .	9
dinners	0	0	The president and his wife , Michelle , also have prominently showcased such R&amp;B and soul talent as Patti LaBelle and B.B. King during state dinners , music history events and the annual Easter Egg Roll .	25
team	0	0	For golfers , it 's an uncontrollable spasm that occurs in the hands right before impact , says Dr. Debbie Crews , a sports psychology consultant for the Arizona State University women 's golf team and a faculty research assistant in the professional golf management program .	34
City	0	0	`` The more we looked at the data , the more we realized the situation is bleak , '' Willits City Manager Adrienne Moore said .	20
catch	0	0	They hold hands as Giambalvo leads Dungan to first base after her hit goes airborne , and they giggle together in the outfield while waiting to make a catch .	28
documenting	1	4	He and other scientists at rural , high-altitude sites across the western U.S. have been documenting rising levels of ozone , which can trigger asthma attacks , worsen heart and lung disease and lead to premature deaths , even as emissions have plummeted nationwide over the last few decades .	15
principal	1	4	Misty Copeland made history on Tuesday when she was promoted to principal dancer of the prestigious American Ballet Theatre -LRB- ABT -RRB- , becoming the first African-American ballerina to reach the elite dance company 's top rank .	11
going	0	0	`` Schools that understand we can get students in the ag program know they 're going to be taxpaying citizens with good-paying jobs . ''	15
hoisting	1	9	For the roughly 1 million Americans who have lost a leg or part of one due to injury or disease , Vawter and his robotic leg offer the hope that future prosthetics might return the feel of a natural gait , kicking a soccer ball or climbing into a car without hoisting an inert artificial limb into the vehicle .	51
standing	0	0	From its decades of dominance in the 1960s to the 1980s when the Soviet Union was known as the `` Big Red Machine , '' international sports has held outsized importance for Russians as a way to measure their country 's standing in the world .	41
student	0	0	SAN JOSE , Calif. -- A popular and accomplished Los Altos High student received a parent 's text message at school last year , to come home to talk about her grades .	12
certificates	1	4	Once the students obtain certificates to fly private airplanes , they are on a path to learn how to fly commercial airliners .	4
fraud	1	3	For years , it appeared to many here that Jonathan 's People 's Democratic Party would rule Nigeria for the foreseeable future , thanks to a powerful patronage network and the use of electoral fraud .	34
piece	0	0	One piece of that market , e-sport multiplayer video-gaming competitions , is expected to bring in $ 612 million this year for games such as Dota 2 and League of Legends .	1
embedded	1	6	For Scott , the most exciting finds have been a rock embedded with what appears to be part of a sea lion 's mouth -LRB- perhaps 2 million years old -RRB- and a non-fossilized 10-foot limb from a digger pine tree that would look right at home today in Central California woodlands .	11
lawsuit	1	3	Brady gave the union his approval later Tuesday for a lawsuit to be filed on his behalf , according to a person familiar with the situation .	10
bald	0	0	Mark Twain saw one and described it as having a `` bald , red , queer-shaped head , featherless red places here and there on his body , intense great black eyes set in featherless rims of inflamed flesh . ''	11
procedure	1	9	Ten days later , he underwent a secret medical procedure designed to help him lose weight .	9
show	0	0	But he was back in Lexington this month to open a show of his work at Mulberry &amp; Lime , a downtown home furnishings and gift shop that also sells work by local artists .	11
increases	0	0	As people become more dependent on medical devices that share information , the chance increases that their codes could be scrambled , causing malfunctions .	14
wanting	0	0	`` It seems like there is a theme of wanting to really support artists who are working hard -- not just in their craft -- but communicating about the issues of our time , '' said Spalding , an advocate of human rights issues at the U.S. detention facility at Guantanamo Bay , Cuba .	9
ultraconservatives	1	9	For the players , basketball is not merely a sport but an act of defiance in a country where female access to exercise is outright shunned by ultraconservatives ; physical education is still not on the curriculum for girls in Saudi public schools .	27
setting	0	0	Thousands of activists took to the streets in neighborhoods on both sides of Victoria Harbor , sitting down in intersections and setting up barricades .	21
gun	0	0	It will be a nod to his West Baltimore neighborhood -- where more friends and peers than he can count on all his fingers have died in gun violence .	27
king	0	0	In Greco-Roman mythology Jupiter is the king of the gods , a deity who destroyed an older race of titans to become the jealous and vengeful lord of heaven and Earth .	6
ever	0	0	The acuity of mental illness among students has sharpened , they say , and it 's striking ever younger children , though many quietly bear the stress for years before snapping .	17
WKRG	0	0	`` You would not expect a fire like that to come out of a little thing like that , '' Cade told his local TV station , WKRG .	27
free-standing	1	5	The children like to take an extra minute near the stop to peek inside the free-standing blue and white box full of books , some of them grabbing a book to go .	15
monster	1	4	Just down the road from the world 's tallest tower , in the shadow of monster sand dunes , marine biologists from around the world clamored onboard a boat for a visit to some of the Persian Gulf 's coral reefs .	15
highly	0	0	A GoldieBlox skydive action figure , also highly rated on Amazon , invites children to build a parachute pack .	7
vivid	1	4	What they found that Sunday in 1994 still fills Chauvet 's voice with wonder : an immense cave covered with prehistoric paintings of horses , mammoths and rhinos -- paintings so vivid , he says , it felt like the Stone Age artists had just moments ago put down their ochre and walked away .	31
gift	0	0	Parents , perhaps mindful of their daughters ' futures , are helping to make STEM dolls a `` burgeoning category , '' said Jackie Breyer , editor-in-chief for gift guide Toy Insider .	28
disgusted	1	4	And even jaded New Yorkers were both disgusted and a little impressed by `` Pizza Rat , '' the plucky rodent in a recent viral YouTube clip seen dragging a large cheese slice down a subway stairwell .	7
stuck	0	0	But unlike the other whales , the 25-foot-long young adult stuck near the surface -- and it did n't dive down to feast on the blooms of krill that attract humpbacks to the bay .	10
understanding	0	0	And as the number of `` buddy '' or `` inclusion companion '' sporting opportunities continues to proliferate across the country , advocates for children with special needs say young people today are growing up with a better understanding and openness toward people with disabilities than the generations before them .	38
lone	1	3	In the spring of 2010 , a lone gray whale was spotted off the Mediterranean coast of Israel , an event that sparked international interest for an important reason : It was the first North Atlantic sighting of a gray whale , a species nowadays restricted to the Pacific Ocean , in about 200 years .	7
considers	0	0	The International Union for Conservation of Nature Red List of Threatened Species considers 12 percent of grouper , 11 percent of tuna and billfish and 24 percent of shark and ray species to be threatened with extinction .	12
holes	0	0	CHICAGO -- Geologist Erin Argyilan has in the last 10 months studied sediment , analyzed wind patterns and mapped terrain , but she has n't solved the mystery of the holes that appear and vanish in the beige sands of Mount Baldy at Indiana Dunes National Lakeshore .	30
demand	1	4	That leaves libraries as a crucial venue for their youngest patrons , but funding challenges , reduced hours on school nights and aging equipment have made it harder to meet the demand .	31
disproportionate	1	8	Iraqi officials , however , say a disproportionate number of those leaving are not among the displaced , but educated young men who can afford the journey .	7
tower	0	0	Just down the road from the world 's tallest tower , in the shadow of monster sand dunes , marine biologists from around the world clamored onboard a boat for a visit to some of the Persian Gulf 's coral reefs .	9
argument	1	3	Mostly , it 's about river water allowed to reach the Pacific Ocean through the Sacramento-San Joaquin River Delta -- a perennial California argument filled with suspicion , lawsuits and politics .	23
technical	1	5	`` Boeing is preparing to provide technical assistance to the National Transportation Safety Board as it investigates the accident , '' the statement said .	6
charged	0	0	An editorial in the state media China Daily charged , however , that Washington `` is turning a blind eye to Tokyo 's provocations , '' calling that the `` root cause of the tensions . ''	8
wildlife	0	0	The ivory ban is a key component of a new , national strategy for combating wildlife trafficking , unveiled Tuesday by the White House , seven months after President Barack Obama issued a call to action during a visit to Tanzania .	15
surgeons	1	3	Taking on the challenge , a team of software and biomedical engineers , neuroscientists , surgeons and prosthetists has designed a prosthetic limb that can reproduce a full repertoire of ambulatory tricks by communicating seamlessly with Vawter 's brain .	15
logistical	1	6	Riel-Salvatore and his colleagues wrote that the cave was probably used at times as a permanent residence , and as a logistical base at other times .	21
banned	1	7	Voters are being asked whether these methods should be banned except to protect property , public safety , or for research .	9
retailers	1	3	As electronic devices proliferate , retailers are seeing record numbers of used laptops , smartphones and tablets being sold for quick cash or credit .	5
begun	0	0	That 's almost 2,000 years before prehistoric Europeans started work on Stonehenge , and about 1,500 years earlier than the art of mummification in Egypt was believed to have begun .	29
ammunition	1	8	SAN FRANCISCO -- A federal appeals court became the first in the nation to rule that prospective jurors may not be excluded because of their sexual orientation , a decision that expands juror protections beyond race and gender and provides legal ammunition to challenge laws that limit gay rights .	41
ensure	1	3	When a law discriminates on the basis of sexual orientation , it must be closely evaluated to `` ensure that our most fundamental institutions neither send nor reinforce messages of stigma or second-class status , '' Judge Stephen Reinhardt wrote for the court .	18
support-focused	1	4	The decline comes on the heels of a nationwide push to roll back zero tolerance policies instituted after the deadly Columbine High School shootings that emphasize harsh discipline for even minor misbehavior in favor of support-focused alternatives .	35
asylum-seekers	0	0	Frontline nations like Greece , Italy and Hungary have pleaded for more help , while powerhouse Germany , which is expecting to take in 800,000 migrants this year , the most in the EU , has demanded that other nations step up and take in more asylum-seekers .	46
barely	0	0	ANGELS CAMP , Calif. -- In the humble-looking notebook of a luckless prospector staying in a cabin on Jackass Hill near here in California 's Gold Country a century and a half ago , there 's an entry barely longer than a tweet .	38
minor	0	0	The decline comes on the heels of a nationwide push to roll back zero tolerance policies instituted after the deadly Columbine High School shootings that emphasize harsh discipline for even minor misbehavior in favor of support-focused alternatives .	30
dude	0	0	`` What is going on dude ? ''	5
mischievous	1	9	Local shop owner Cindy Skeen said she often sees black bears around her house , finding them more mischievous than menacing .	18
circulated	1	7	`` It was clear that she was a beginner , and you do n't start a beginner in that type of firearm , '' said Jensen , who watched a widely circulated video of the fatal lesson .	31
college	0	0	Every high school senior in Tech Connect has gone on to attend college -- a great feat , especially considering that 62 percent of adults in Cutler-Orosi do n't have a high school diploma , compared to 32 percent throughout Tulare County , according to a 2013 survey .	12
nod	1	4	It will be a nod to his West Baltimore neighborhood -- where more friends and peers than he can count on all his fingers have died in gun violence .	4
immigrant	1	5	The actual change is expected to come in 2055 , when Asians will become the largest immigrant group at 36 percent , compared with Hispanics at 34 percent .	16
art	0	0	That 's almost 2,000 years before prehistoric Europeans started work on Stonehenge , and about 1,500 years earlier than the art of mummification in Egypt was believed to have begun .	20
activities	0	0	Despite warnings that the demonstrations could cause serious damage to Hong Kong 's economy and reputation as a stable Asian financial hub , the city 's stock exchange seemed to take the day 's activities in stride , falling less than 2 percent .	34
plucky	1	8	And even jaded New Yorkers were both disgusted and a little impressed by `` Pizza Rat , '' the plucky rodent in a recent viral YouTube clip seen dragging a large cheese slice down a subway stairwell .	19
better	0	0	And as the number of `` buddy '' or `` inclusion companion '' sporting opportunities continues to proliferate across the country , advocates for children with special needs say young people today are growing up with a better understanding and openness toward people with disabilities than the generations before them .	37
cuts	0	0	`` We sing , our music is the cuts that we bleed through , '' he raps .	8
fast-food	0	0	Imagine for a moment that all of the nation 's fast-food establishments -- all the striped awnings and golden arches , the drive-thru windows , the beckoning dollar deals and wafting odor of french fries -- were to vanish overnight .	10
dignitaries	1	8	Thank you for still being here on June 6 , 2014 , '' Hollande told veterans and dignitaries on Sword Beach , one of five code-named beaches taken by the Allies 70 years ago .	17
childhood	0	0	Obama began focusing on the nation 's childhood -LSB- childhood obesity problem -RSB- -LRB- https://www.newsela.com/?tag=obesity -RRB- as soon as she got to the White House in 2009 .	9
alternatives	1	7	The decline comes on the heels of a nationwide push to roll back zero tolerance policies instituted after the deadly Columbine High School shootings that emphasize harsh discipline for even minor misbehavior in favor of support-focused alternatives .	36
unrestricted	1	8	The recommendations are bound to prompt eye-rolling and LOLs from many teens but an influential pediatricians group says parents need to know that unrestricted media use can have serious consequences .	23
onus	1	5	`` So the onus was really on me .	3
disapproved	1	4	Independents disapproved 56 percent to 41 percent .	1
census	1	6	&lt;img class="pull-right" src="https://newsela-test-files-f331e.s3.amazonaws.com/article_media/extra/20131230_CENSUS_maps.jpg" /&gt; WASHINGTON -- Population growth in Southern and Western states , led by Texas , California and Florida , accounted for more than 80 percent of new residents nationwide over the last three years , surpassing the Northeast and Midwest in the demographic contest that plays a key role in determining states ' political clout , census data released Monday show .	56
compassion-laden	1	6	They do so even as some marine biologists and ocean advocates warn that such a compassion-laden response is little more than a futile attempt to wrap a Band-Aid on an oceanwide problem that could last decades and may have been worsened by overfishing .	15
ships	0	0	Toughened ships like Marchenko 's converted Arctic fishing vessel , the RV Lance , can usually pick their way slowly through it .	1
attempting	1	5	`` I 'm not attempting to tell a narrative , '' Bunch said .	4
Mountain	0	0	The firefighters belonged to the Granite Mountain Interagency Hotshot Crew , an elite unit sponsored by a fire department in nearby Prescott , where residents were grieving through social media after word of the deaths arrived Sunday night .	6
gait	1	6	For the roughly 1 million Americans who have lost a leg or part of one due to injury or disease , Vawter and his robotic leg offer the hope that future prosthetics might return the feel of a natural gait , kicking a soccer ball or climbing into a car without hoisting an inert artificial limb into the vehicle .	39
determined	1	7	Most of these students at H-B Woodlawn Secondary Program are determined , he says , but `` they are also very scared because they do n't have certainty for their future here . ''	10
lay	0	0	JOHANNESBURG -- Allyn Bagu lay in bed , listening to the creatures nesting under the roof of her new apartment in suburban Johannesburg .	4
unevenly	0	0	But if monotonously sunny weather continues to curse the state , the pain of water shortages will spread , albeit unevenly .	20
relevant	1	4	`` The evidence fully supports my findings that -LRB- 1 -RRB- Mr. Brady participated in a scheme to tamper with the game balls after they had been approved by the game officials for use in the AFC Championship Game and -LRB- 2 -RRB- Mr. Brady willfully obstructed the investigation by , among other things , affirmatively arranging for destruction of his cellphone knowing that it contained potentially relevant information that had been requested by the investigators , '' Goodell wrote in his ruling .	67
money	0	0	What she did n't realize was that he was buying virtual gems -- with real money -- to build his dragon park as part of the game .	15
tactile	1	9	So Shubham did , and with a few Internet searches he learned about Braille , the tactile writing system used by the blind , and Braille printers , which , to the 12-year-old 's shock , cost thousands of dollars .	16
cones	0	0	Paleontologists have recovered mollusks , asphalt-saturated sand dollars , pieces of driftwood and Monterey cypress cones .	15
paleontologist	1	4	The 3-inch chunk turned out to be part of a Nodosaurus , a 94-million-year-old dinosaur that looked like a `` fat , squatty cow with armor , '' said Michael Polcyn , an SMU paleontologist .	34
digging	1	3	We started digging and one bone connected to another bone that connected to another bone that connected to another bone . ''	2
else	0	0	`` It 's nobody else 's business , '' Christie said , adding that it became public only because a reporter from the New York Post asked him a direct question about the procedure .	4
quest	1	6	The river is the site of the final battle in the long-running quest to eradicate the beaver-like rodents -LRB- `` nutria '' means `` otter '' in Spanish -RRB- that have destroyed thousands of acres of the state 's wetlands over the past 40 years .	12
role	0	0	Bailey and his daughter were among dozens of father-daughter couples gathered on Chicago 's South Side recently at a party designed to spotlight the role of black fathers in their daughter 's lives .	24
experiment	1	4	Parents like Eric and Isabelle Nizard are angry over a sinister social experiment being conducted on their 9-year-old son , Sacha .	12
copy	0	0	Beaver dams benefit the environment in ways that humans ca n't easily copy .	12
clamored	1	8	Just down the road from the world 's tallest tower , in the shadow of monster sand dunes , marine biologists from around the world clamored onboard a boat for a visit to some of the Persian Gulf 's coral reefs .	25
skip	0	0	Many fear the day when Wyoming 's oil market fails , as it last did in the mid-1980s , exposing a fundamental flaw in the state 's job picture : The lure of the oil dollar has prompted teenagers to skip college , or abandon high school , for the petroleum fields -- many without a Plan B if things go bust .	40
catalyst	1	8	The men 's refusal to pay bail money into the segregationist town 's city coffers served as a catalyst for other civil disobedience .	18
worth	0	0	A closure along the entire West Coast would be a blow to the industry , which harvested nearly $ 170 million worth of Dungeness crab in 2014 .	21
brother	0	0	Three weeks after receiving a kidney transplant from his brother , a former Ravens ' player , Chris Kemoeatu has heard all of the wisecracks .	9
winners	0	0	The ice has created both winners and losers .	5
curious	1	5	Argyilan is driven professionally and emotionally to try to help explain this curious occurrence .	12
engineering	1	5	The curriculums , taking hold as school budgets tighten and the numbers of farms in the United States decline , are rich in science and touted as stepping stones for college-bound students considering careers in everything from urban forestry to renewable natural resources and genetic engineering of crops , perhaps for giant agribusiness companies such as Monsanto , Dow , DuPont and Pioneer .	45
Many	0	0	ANCHORAGE , Alaska -- Many middle school students in south-central Alaska spent spring break playing video games , skiing in what little snow has fallen or just enjoying a lazy week away from school .	4
boulders	0	0	Rocks and boulders sloughed off the crater walls , kicking up plumes of dust as they clattered down the near-vertical slopes .	2
anymore	0	0	`` I have nothing anymore , nowhere to go , no apartment ... and all my documents and personal belongings were burned , '' Poludnitsina , 25 , said as she sat in a tent she shares with a family of four .	4
nerve	0	0	After all , snakebites affect 2.5 million people around the world annually , and 400,000 of those people suffer serious medical consequences -LRB- such as nerve damage or amputations -RRB- and 85,000 of them will die .	25
tight	0	0	When it comes to money , though , they act as one : They 're holding tight to their cash , driven more by a fear of losing what they have than a desire to add to it .	16
crabs	0	0	California delayed the Nov. 15 start of its commercial crab season after finding dangerous levels of a toxin in crabs .	19
photographer	1	4	There was a greeting party when she arrived for another intense summer workout with 4-year-old niece Rihanna Reed in tow : a reporter and a photographer , whom Evans expected , and a surprise visitor from the U.S. Anti-Doping Agency .	25
people	0	0	At least 184 people , nearly all children , suffered eye injuries over the recent Eid al-Fitr holiday from toy weapons that fire BB pellets and rubber shot , health officials said .	3
Digital	0	0	The Digital Cookie upgrade , announced Tuesday , comes amid persisting challenges for the 103-year-old organization .	1
head-to-toe	0	0	Now employed by a small defense company , he is part of a crash effort by U.S. Special Operations Command to produce a radically new protective suit for elite soldiers to wear into battle -- one with bionic limbs , head-to-toe armor , a built-in power supply and live data feeds projected on a see-through display inside the helmet .	40
cardiovascular	1	9	A team of cardiovascular researchers at the esteemed clinic in Rochester , Minn. , reported that a single can of Rockstar energy drink can boost your blood pressure and cause the fight-or-flight hormone norepinephrine to increase in just 30 minutes .	3
enter	0	0	The course is designed to simulate a disaster area too dangerous for humans to enter .	14
swiftly	1	4	Recent settlement deliberations between the league and the NFL Players Association failed to produce a compromise , and several people connected to the process said the NFLPA now plans to move swiftly to attempt to have Brady 's suspension overturned in court .	31
heavy	0	0	Despite such fast-dollar success , heavy reliance on a single industry known for its dramatic downturns could one day help paint the state into a precarious financial corner , they say .	5
spends	0	0	So Yan , a widow since her husband 's death nearly a decade ago , spends every weekday at a modest community center near her home , where she plays mahjong and eats meals prepared by a volunteer staff .	15
single	0	0	CHICAGO -- Chicago Mayor Rahm Emanuel took the oath of office to begin his second term Monday and took the unusual step of focusing his inaugural address on a single issue : The lack of opportunity facing the city 's disadvantaged youths .	29
relating	1	3	There is no specific law to prevent women from driving in the kingdom , but they can not apply for driving licenses and have previously been arrested on charges relating to public order or political protest after getting behind the wheel .	29
means	0	0	Less ice means more open water to generate large waves -- creating a feedback loop that could doom the ice cap .	2
ecosystem	1	7	The rodents are known as ecosystem engineers .	5
cortex	1	11	There is a scientific belief that the cerebral cortex is the part of the brain that `` makes us human , '' and that the two hemispheres of the cortex differentiate the creative thinkers from the logical thinkers -LRB- the `` right-brained '' from the `` left-brained '' -RRB- .	8
cap	0	0	Less ice means more open water to generate large waves -- creating a feedback loop that could doom the ice cap .	20
causing	0	0	As people become more dependent on medical devices that share information , the chance increases that their codes could be scrambled , causing malfunctions .	22
fad	0	0	But others perceive the courses as a dangerous fad that will shrink faculties , turn existing professors into glorified teaching assistants and replace meaningful classroom discussion with message boards and student-led forums .	8
Letters	0	0	The population of seven of those species declined by at least 80 percent in the past 50 years , according to a study published this year in the journal Conservation Letters .	30
clip	0	0	And even jaded New Yorkers were both disgusted and a little impressed by `` Pizza Rat , '' the plucky rodent in a recent viral YouTube clip seen dragging a large cheese slice down a subway stairwell .	26
economist	1	8	`` It does n't take very much to destroy confidence , but it takes an awful lot to build it back , '' says Ian Bright , senior economist at ING , a global bank based in Amsterdam .	28
activity	0	0	Women 's basketball is gaining in popularity in a kingdom rife with public restrictions on female movement and activity .	18
drink	0	0	On another day , the same volunteers swigged a `` placebo '' energy drink that had the same taste , texture and nutrients as Rockstar but none of the caffeine , taurine or other stimulants .	13
nuclei	1	5	The new elements are known as super-heavy elements because the nuclei of their atoms are so enormous .	10
Chicagos	0	0	But by focusing on the lack of opportunities in many of the city 's minority neighborhoods , and doing it through the lens of the city 's youth , Emanuel took on one of the top criticisms lobbed at him during the campaign : He 's a mayor who has perpetuated two Chicagos -- one for the wealthy and one for the rest .	52
scale	0	0	In order to put the scale of seafood loss in the United States in perspective , consider what curbing it could mean for our collective diets .	5
security	0	0	More than 220 were injured nationwide , according to security officials .	9
times	0	0	Northern gannets , a North Atlantic species , have been spotted off the coast of California several times in recent years , for instance , while several Pacific species of auks , a type of diving bird , have recently been observed in the Atlantic .	17
tests	0	0	They 're now embarking on a new series of tests in California 's Central Valley , aimed at working out the answers to a multitude of technical questions that must be resolved to make the project work .	9
dreams	0	0	There is such a huge gap between my reality and my dreams .	11
protein	0	0	Conservative estimates suggest the 2.3 billion pounds of seafood squandered each year would be enough to provide enough protein for more than 10 million men or 12 million women for an entire year .	18
resume	1	5	The court also opened the door for gay marriages to resume in California , in a separate ruling on narrow legal grounds .	10
