WORD	LABEL	ANNOTATORS	SENTENCE	SENTENCE_INDEX
high-end	1	3	Minutes after arriving by bus at an outlet mall in Cabazon , California , a dozen or so Chinese tourists hustled out to buy luggage that they planned to stuff with high-end clothes , shoes and bags .	31
laborers	1	4	`` It 's hard out here , '' he says of Cutler-Orosi , adding that many people work as farm laborers and there are lots of gangs .	20
judge	0	0	The judge ordered him to undergo a mental evaluation .	1
give	0	0	The software , called Hyperion , simulates the physics of light , which can make animated films more lifelike or give them an otherworldly look .	20
scenario	1	5	As an added challenge , DARPA will deliberately degrade communication links between robots and operators for each team as it competes in order to create a scenario closer to the one responders experienced in Fukushima .	26
good-paying	0	0	`` Schools that understand we can get students in the ag program know they 're going to be taxpaying citizens with good-paying jobs . ''	21
wear	0	0	It has been on the market for two years , and while it does n't promise to prevent -LSB- concussions -RSB- -LRB- https://www.newsela.com/?tag=concussions -RRB- , Elmhurst College players who wear the shell during practice say it has made a big difference .	29
diapers	0	0	It 's diapers .	2
Library	0	0	CHICAGO -- There 's only one thing that comes between the grade school kids hopping off the afternoon bus near Eve Pulver-Johnson 's Aurora , Ill. , house and their after-school snacks -- the Little Free Library on her family 's front lawn .	36
cultures	0	0	Already perceived as ugly and saddled with being a symbol of death and decay in many cultures , their numbers are dropping because of poaching , poisonings and collisions with electricity pylons and wind turbines .	16
able	0	0	CHICAGO -- The first three times they were together , Nicole Giambalvo was n't sure she 'd be able to make a connection with Kathryn Dungan .	18
away	0	0	ANCHORAGE , Alaska -- Many middle school students in south-central Alaska spent spring break playing video games , skiing in what little snow has fallen or just enjoying a lazy week away from school .	31
muck	1	5	Amid the clatter of jackhammers and the whine of a mini-excavator , paleontologist Kim Scott scouted the tarry muck for relics from a long-buried beach .	18
announced	1	5	Tens of thousands of people who received similar shocks complained to the Federal Trade Commission , and the agency on Wednesday announced that Apple had agreed to refund at least $ 32.5 million to unsuspecting parents .	21
habitat	1	4	Their dams raise water tables , nourishing shrubbery alongside streams that stabilize eroding banks , and add habitat for birds and deer .	17
destroying	0	0	But Jupiter came swinging in , clearing the way for small worlds like Earth by destroying those older planets .	15
parents	0	0	Virginia was one of many states that moved to offer more personal-finance courses on the heels of the Great Recession , hoping to instill practical money-management skills to help the next generation avoid the pitfalls that many of their parents experienced .	39
wraps	0	0	Publix supermarkets started an online ordering system in 2013 for deli subs and wraps .	13
movies	0	0	Under the new policy , those two hours include using the Internet for entertainment , including Facebook , Twitter , TV and movies ; online homework is an exception .	22
valley	0	0	`` It 's cascading down into this valley now , '' Yurkewycz said , pointing out a tongue of ice flowing over a rise and into a rubbly ravine .	7
psychologically	1	9	Yawning in response to another yawn is n't an emotional reaction per se , but the tendency for yawns to be contagious has been `` clinically , psychologically , neurobiologically and behaviorally linked to our capacity for empathy , '' according to the Japanese researchers who conducted the study .	27
surrounded	1	4	Surrounded by cornfields and Husker football fans , they stare at their phones and wait for news from northern Iraq , as if connected to their kin by a psychic tether .	0
strandings	1	5	Marine mammal care centers are preparing for a rash of strandings .	10
violations	1	5	China has many laws against pollution , Ma said , but `` enforcement is weak '' because the cost of committing violations is too low .	21
dollars	0	0	Years later , Borders still is collecting bones and curiosities , only now they are his canvas for intricate designs and hang in galleries where they sell for hundreds and thousands of dollars each .	32
measured	0	0	From an astronomical observatory on Chews Ridge in the Santa Lucia Mountains , the University of California , Davis atmospheric scientist has for the last three years measured ozone , the lung-damaging gas in smog , as it arrives to California .	27
control	0	0	But it is Vawter 's ability to control the prosthetic with his thoughts that makes the latest case remarkable .	7
apparently	1	6	It 's a perplexing - yet apparently increasing - trend .	6
same-sex	0	0	The decision will also make it harder to justify laws that treat gays differently from others , including bans on same-sex marriage , lawyers said .	20
owlets	1	4	Owl catcher Hussein Mduduzi , jumping from roof strut to roof strut , managed to catch two owlets , but the eight grown owls flew off .	17
Team	0	0	Team members brush it off , like they do their nerves right before a performance .	0
electorate	1	6	`` The Justice Department expects to show that the clear and intended effects of these changes would contract the electorate and result in unequal access to the participation in the political process on account of race , '' Holder , joined by federal prosecutors based in North Carolina , said during a news conference announcing the lawsuit .	19
starts	0	0	Music starts , and a dozen straight faces flip to wide smiles , matching the energy in the moves on their faces .	1
shy	0	0	But Dungan , then 13 , was shy and preferred nail polish and Disney princesses to running bases and wearing a batting helmet .	7
contrast	1	3	The vice president drew an implicit contrast between the authoritarian rule of China 's government and the liberal , permissive intellectual culture he described in the United States .	6
injustice	1	8	About a million people took to the streets of 100 Brazilian cities as their protests against corruption and social and economic injustice saw their first two deaths .	21
concedes	1	5	`` This is a great , big , hard problem , '' said Richard DeVaul , a Google engineer and chief technical architect for the company 's Project Loon , so named in part because even Google concedes the idea sounds a little crazy .	37
libraries	0	0	That leaves libraries as a crucial venue for their youngest patrons , but funding challenges , reduced hours on school nights and aging equipment have made it harder to meet the demand .	2
echoes	1	7	It is a story that echoes among the tens of thousands of Ukrainian residents who fled their homes when fighting intensified in August between pro-Russia separatists and Ukrainian government forces .	5
prospector	1	7	ANGELS CAMP , Calif. -- In the humble-looking notebook of a luckless prospector staying in a cabin on Jackass Hill near here in California 's Gold Country a century and a half ago , there 's an entry barely longer than a tweet .	12
progeny	1	9	For the next 11 months , the mothers swim off to forage for days to provide food for themselves and milk for their progeny .	23
tell	0	0	`` But kids love chocolate , and they pay attention when I tell them how that tub of chocolate helped me get through that dark chapter in human history . ''	12
levying	1	7	As many cities and states promote walkable neighborhoods , in part to attract more young people , some also are levying fines on distracted walkers and lowering speed limits to make streets gentler for the inattentive .	20
legislative	1	8	Vermont approved such labeling through the legislative process , but the issue is still being fought in the courts .	6
possibly	0	0	They 're endangering shorebirds , threatening city taps and quite possibly raising the crime rate .	10
medals	0	0	MOSCOW -- The day after the 2014 Sochi Olympics ended with Russia atop the medals table , a beaming President Vladimir Putin presented his athletes with state awards for `` defending the honor '' of their country by showing that its `` great and glorious '' sports traditions were still strong .	14
intricate	1	8	Years later , Borders still is collecting bones and curiosities , only now they are his canvas for intricate designs and hang in galleries where they sell for hundreds and thousands of dollars each .	18
fiery	0	0	But Yurkewycz , operations director for the nonprofit Mount St. Helens Institute , was focused less on the volcano 's fiery past than its icy present .	20
psychology	1	5	For golfers , it 's an uncontrollable spasm that occurs in the hands right before impact , says Dr. Debbie Crews , a sports psychology consultant for the Arizona State University women 's golf team and a faculty research assistant in the professional golf management program .	24
hoping	0	0	Virginia was one of many states that moved to offer more personal-finance courses on the heels of the Great Recession , hoping to instill practical money-management skills to help the next generation avoid the pitfalls that many of their parents experienced .	21
felon	1	3	## Liberation Day For the first time in 22 years -- since Briscoe was 14 years old -- the former Vice Lord gang member and five-time felon was free of any kind of state supervision .	26
wife	0	0	Borders now lives in Portland , Ore. , with his wife , fellow Henry Clay High School graduate Elizabeth Sumney Borders .	10
demographics	1	7	That the campaign hired her speaks to the growing influence of the immigrant youth movement she helped lead , as well as the distinct demographics of Latino voters .	24
card	0	0	When she opened her credit card statement , she saw a slew of charges from Apple , totaling $ 600 in one day .	5
asked	0	0	CHICAGO -- On a recent afternoon at Chicago 's Dewey Elementary Academy of Fine Arts , Ladon Brumfield asked a group of 9 - and 10-year-old African-American girls to define beauty .	18
fails	0	0	Many fear the day when Wyoming 's oil market fails , as it last did in the mid-1980s , exposing a fundamental flaw in the state 's job picture : The lure of the oil dollar has prompted teenagers to skip college , or abandon high school , for the petroleum fields -- many without a Plan B if things go bust .	9
retried	1	3	The 9th Circuit said the case would have to be retried because an obviously gay juror was unjustifiably excluded from the jury .	10
agency	0	0	If the agency decides to proceed with reintroducing grizzlies , the next step will be a lengthy process that includes scientific reviews and public hearings that could take years .	2
resisted	1	3	`` I was very good at putting up a facade , '' said the Los Altos High student , now a senior , who later was diagnosed with major depression and attention deficit hyperactivity disorder , a diagnosis that her parents resisted for six months and that many who knew her could n't believe .	41
committee	1	5	Some philatelists say the committee that helps the postmaster general pick new stamps is favoring pop celebrities and fictional characters over cultural sites and historical figures , undermining a long tradition .	4
losers	0	0	The ice has created both winners and losers .	7
calculating	1	9	&lt;img class="pull-right" src="https://newsela-test-files-f331e.s3.amazonaws.com/article_media/extra/20140117_CALIF_DROUGHT.jpg" /&gt; LOS ANGELES -- Officials of the small town of Willits , Calif. , looked at their two municipal reservoirs last week , did some calculating and realized they had enough water to last only 100 days .	25
amoeba	1	8	Last week , 9-year-old Hally Yust died after contracting a rare brain-eating amoeba infection while swimming near her family 's home in Kansas .	12
mothers	0	0	Across the country , mothers like Capper are facing the same predicament .	4
rib	0	0	More than half of each is picked clean , the spine and rib bones almost a polished white , with no traces of flesh .	12
pleased	0	0	Walter Scott 's brother Rodney Scott said the family is `` very happy and pleased '' with the indictment of Slager .	14
deliberations	1	9	Recent settlement deliberations between the league and the NFL Players Association failed to produce a compromise , and several people connected to the process said the NFLPA now plans to move swiftly to attempt to have Brady 's suspension overturned in court .	2
dated	0	0	One clip , dated Wednesday , showed a woman driving in the traditional veil , with only her eyes showing , as other motorists slowed and gave a thumbs-up sign .	3
makeshift	1	8	Egyptian television showed chaotic scenes of bloodied , unconscious protesters lying in makeshift triage facilities .	12
unjustifiably	1	9	The 9th Circuit said the case would have to be retried because an obviously gay juror was unjustifiably excluded from the jury .	17
wind	0	0	CHICAGO -- Geologist Erin Argyilan has in the last 10 months studied sediment , analyzed wind patterns and mapped terrain , but she has n't solved the mystery of the holes that appear and vanish in the beige sands of Mount Baldy at Indiana Dunes National Lakeshore .	15
snapshot	1	7	A layer of calcium carbonate laid down each year offers a snapshot of both the fish 's yearly growth and its surrounding ocean conditions .	11
harmful	0	0	A massive bloom of microscopic algae -- which produced a natural toxin called domoic acid that is harmful to wildlife and fish -- in the Pacific Ocean is threatening the crab industry during a time when many fishing outfits make their most money .	17
Figuring	0	0	`` Figuring out how to tackle this humanitarian crisis is not an issue only for Europe . ''	1
soda	0	0	Though baking soda is recommended for extinguishing grease fires , it did n't help the hoverboard situation .	2
looked	0	0	&lt;img class="pull-right" src="https://newsela-test-files-f331e.s3.amazonaws.com/article_media/extra/20140117_CALIF_DROUGHT.jpg" /&gt; LOS ANGELES -- Officials of the small town of Willits , Calif. , looked at their two municipal reservoirs last week , did some calculating and realized they had enough water to last only 100 days .	14
scrambled	1	5	Shouting men scrambled Sunday to reach pots of rice , meat and chicken stew in this dusty , hot encampment some 60 miles -LRB- 100 kilometers -RRB- from the northern city of Irbil , the capital of Iraq 's self-ruled Kurdish region .	2
beaming	1	3	MOSCOW -- The day after the 2014 Sochi Olympics ended with Russia atop the medals table , a beaming President Vladimir Putin presented his athletes with state awards for `` defending the honor '' of their country by showing that its `` great and glorious '' sports traditions were still strong .	18
sensation	1	9	It will also be a wink to his craft , the one he uses to capture this city , his `` beautiful ghetto , '' in powerful black-and-white photos that have made him a surprise media sensation .	36
tuna	0	0	The International Union for Conservation of Nature Red List of Threatened Species considers 12 percent of grouper , 11 percent of tuna and billfish and 24 percent of shark and ray species to be threatened with extinction .	21
cerebral	1	5	There is a scientific belief that the cerebral cortex is the part of the brain that `` makes us human , '' and that the two hemispheres of the cortex differentiate the creative thinkers from the logical thinkers -LRB- the `` right-brained '' from the `` left-brained '' -RRB- .	7
criminals	0	0	`` The health care industry is not technically prepared to combat against cyber criminals ' basic cyber-intrusion tactics , '' an April report from the cyber division of the FBI says .	13
environmental	1	9	The U.S. Fish and Wildlife Service is considering an environmental group 's request to set aside 110,000 square miles for grizzly bears in California , Arizona , New Mexico , Utah and Colorado .	9
proposing	1	6	Obama is also proposing a three-year , $ 263 million spending package to expand training and increase the use of body-worn cameras for monitoring police interactions with the public .	3
debut	1	6	The debut was quieter than intended because it was overshadowed by the Great War that had just erupted in Europe , where 16 million men under arms were rushing into the fight , and thousands of soldiers had already died in early battles in Belgium and France .	1
shootings	0	0	The recall was the first in the 100 years since Colorado adopted the constitutional provision and grew out of sweeping measures passed last winter after mass shootings at a school in Newtown , Connecticut , and at a movie theater in Aurora , outside Denver .	26
namesake	1	5	As the largest , heaviest object orbiting our sun , Jupiter 's namesake world is the lord of planets , a dominant force in the solar system .	12
disaster	0	0	The 2015 seaweed invasion appears to be a bumper crop , with a number of shorelines so severely hit that some tourists have canceled summer trips and lawmakers on Tobago have termed it a `` natural disaster . ''	36
cook	0	0	Michelle Obama said Friday that a new focus of her anti-childhood obesity effort will be to help people cook more of their meals at home because they 're healthier .	18
mournful	1	8	WASHINGTON -- Whether belting out lyrics to Al Green 's `` Let 's Stay Together , '' leading a mournful congregation through `` Amazing Grace , '' or tweeting his Spotify music playlist that includes Stevie Wonder and Nina Simone , President Barack Obama has shown that he 's a pretty soulful guy .	19
registration	1	3	Attorney General Eric Holder said the North Carolina law imposes several `` troubling new restrictions '' on voters including reducing early voting days , eliminating same-day registration during the early-voting period and imposing a restrictive photo-identification requirement for in-person voting .	26
rolling	0	0	Some of the roughly 150 passengers on the early morning Metro-North train from Poughkeepsie to Manhattan were jolted from sleep around 7:20 a.m. to screams and the frightening sensation of their compartment rolling over on a bend in the Bronx where the Hudson and Harlem rivers meet .	32
easier	0	0	The punishment comes days after the league announced results of an investigation that found Brady was `` likely generally aware '' that equipment assistants employed by the team had conspired to deflate the Patriots ' footballs for last season 's AFC championship game , making the balls easier to throw and catch .	47
parched	1	6	LOS GATOS , Calif. -- Three punishing years of drought have parched California streams , rivers and wetlands .	11
commissioned	1	7	They point to numerous studies -LRB- except those commissioned by the film industry -RRB- which show that states never recoup the tax revenue they give away with the credits .	8
high	0	0	There are now 17 states that require high school students to take personal-finance courses , according to the Council on Economic Education .	7
budge	1	4	The president and the Brotherhood have refused to budge and the military has deployed troops around government buildings and along the shipping lanes of the Suez Canal .	8
routes	0	0	More than 1,100 of the planes have been delivered , and nearly all of the world 's most important airlines fly 777s on long-range routes .	24
teens	0	0	The recommendations are bound to prompt eye-rolling and LOLs from many teens but an influential pediatricians group says parents need to know that unrestricted media use can have serious consequences .	11
troubled	1	5	CHICAGO -- On her toughest days , Selena Berry would look to the sky and imagine herself soaring high in the clouds above her troubled Englewood neighborhood and hardscrabble middle school .	24
questioned	1	3	According to a report published Monday in the journal Pediatrics , diaper need -- the inability to afford to keep a child in clean diapers -- affects a `` substantial '' number of low-income Americans , with nearly 30 percent of mothers questioned in New Haven , Conn. , reporting that they did not have enough for their children .	42
poorest	0	0	A sense of futility wore on Nigerians , particularly in the country 's embattled north , where for years Jonathan neglected the mounting insurgency and did little to develop the country 's poorest communities .	32
asthma	1	4	He and other scientists at rural , high-altitude sites across the western U.S. have been documenting rising levels of ozone , which can trigger asthma attacks , worsen heart and lung disease and lead to premature deaths , even as emissions have plummeted nationwide over the last few decades .	24
short	0	0	The nearly 20 girls unanimously agreed that if a woman had short , kinky hair , she was not beautiful .	11
benefit	0	0	The program , inspired by new initiatives in Tennessee and Chicago , could benefit up to 9 million students , advisers said .	13
glorified	1	7	`` I think the glorified violence is really the Achilles heel for the NHL , '' said Charles `` Bucky '' Zimmerman , an attorney at Zimmerman Reed that filed the lawsuit on behalf of the players .	4
towns	0	0	Like towns across southern Mexico and Central America , migration has changed the face of Oxkutzcab -LRB- pronounced OHSH-kootz-CAHB -RRB- , which lies a three-hour drive south of Merida , Yucatan 's state capital .	1
due	0	0	For the roughly 1 million Americans who have lost a leg or part of one due to injury or disease , Vawter and his robotic leg offer the hope that future prosthetics might return the feel of a natural gait , kicking a soccer ball or climbing into a car without hoisting an inert artificial limb into the vehicle .	15
weaponry	1	7	It should be no surprise then that young children play `` police and Taliban , '' chasing each other around with toy guns and weaponry designed to mimic the real thing .	24
sharing	0	0	Using the WiFi on his camera , he uploaded dozens of his raw photos to Instagram and Twitter , sharing them with his several thousand followers in real time .	19
sizes	0	0	`` We 've always had powerful female athletes , but we 've never had a story as dynamic as Misty 's , with that underdog mentality she has ... bucking up against all these traditional norms , showing men , women and kids that athletes come in all shapes and sizes . ''	50
malls	0	0	That kind of power shopping has made the Chinese tourist the highest-spending overseas visitor to the U.S. and one of the most valued customers for U.S. outlet malls , shopping centers and tour bus operators .	27
requiring	1	3	Other cities , including Des Moines , Iowa ; Montville , New Jersey ; Lincoln , Nebraska ; and Columbia City , Indiana , have taken less drastic measures , banning sledding only on the most dangerous hills , requiring helmets , outlawing jumping ramps and thin sledding sheets or posting sternly worded warning signs that inform thrill seekers that they are sledding at their own risk .	39
allowing	0	0	Disney World recently started allowing online preordering for its Be Our Guest restaurant , and this month it tested smartphone ordering at the Backlot Express restaurant and during the Fantasmic !	4
charity	1	3	Here , when the food ended , there would be no more until another charity came by .	14
Country	0	0	ANGELS CAMP , Calif. -- In the humble-looking notebook of a luckless prospector staying in a cabin on Jackass Hill near here in California 's Gold Country a century and a half ago , there 's an entry barely longer than a tweet .	26
greatest	0	0	Tom Brady has been an NFL golden boy , with movie-star looks , a supermodel wife , four Super Bowl championship rings , and a regular-guy-makes-good back story -- he went from being a sixth-round draft pick to one of the greatest quarterbacks in league history .	41
made	0	0	The neatly woven bracelets or keychain dangles are made from tough nylon cord .	8
pursue	1	8	With little to look forward to , the 18-year-old began to pursue short-term successes , getting involved in drugs and criminal activity .	11
territory	1	9	But now , thanks in part to Nyong ` o , it 's the TWA , or teenie weenie Afro , that 's getting a second look and expanding notions of beauty into territory where it really has n't taken root before -- the larger culture .	33
reasons	0	0	Those income disparities are worrisome for several reasons , said Sarah Clark , an associate research scientist at the University of Michigan 's Child Health Evaluation and Research Unit -LRB- CHEAR -RRB- .	7
none	0	0	On another day , the same volunteers swigged a `` placebo '' energy drink that had the same taste , texture and nutrients as Rockstar but none of the caffeine , taurine or other stimulants .	26
lobbying	1	8	NEW YORK -- It has been a big year for bears in the news , especially in Maine , where voters on Nov. 4 face a question that has bedeviled other bear-heavy states : how to keep the species ' population at bay in the face of pressure from animal rights groups lobbying to ban certain hunting methods .	52
opportunities	1	5	Castañeda , who grew up in Delano , California , thought students in rural communities should have access to the same opportunities as those in more affluent areas .	21
smiles	0	0	Music starts , and a dozen straight faces flip to wide smiles , matching the energy in the moves on their faces .	11
Messiah	0	0	In the months after the outrage stirred by the deaths of Brown and another unarmed African-American , Eric Garner , in New York , singer D'Angelo released his first album in more than a decade , `` Black Messiah , '' which included references both glancing and startlingly direct to the chain of events between Selma and Ferguson .	38
focal	1	6	the migrants shouted outside the cavernous Keleti train station , the latest focal point for European tensions over the unrelenting flow of migrants from the Middle East , Asia and Africa fleeing war and poverty .	12
least	0	0	At least 184 people , nearly all children , suffered eye injuries over the recent Eid al-Fitr holiday from toy weapons that fire BB pellets and rubber shot , health officials said .	1
pizza	0	0	One would require all grain servings to be rich in whole grains -- or more than 50 percent whole-grain -- affecting such items as pastas , bread , rolls and pizza crusts .	30
Judge	0	0	`` We can not rewrite history , but we can right history , '' Judge Mark Hayes said as he made the ruling for the men known as the Friendship 9 , and those in court clapped and cheered .	14
thanks	0	0	But now , thanks in part to Nyong ` o , it 's the TWA , or teenie weenie Afro , that 's getting a second look and expanding notions of beauty into territory where it really has n't taken root before -- the larger culture .	3
assigning	1	3	This season , Mask is taking his players ' online personas so seriously that he 's assigning an assistant to monitor their accounts .	16
allow	0	0	`` They are only as good as the tools they allow their artists to use . ''	10
playing	0	0	ANCHORAGE , Alaska -- Many middle school students in south-central Alaska spent spring break playing video games , skiing in what little snow has fallen or just enjoying a lazy week away from school .	14
director	0	0	`` Mother Nature is n't ready to give up the ice , '' said Mark Gill , director of vessel traffic for the Coast Guard .	17
jogging	0	0	Women are bound by strict rules when it comes to their attire , so they can not be seen by men while jogging in sweat pants , much less wearing fitted or revealing shorts .	22
stopped	0	0	`` I feel so happy , '' Bailey 's daughter , Taniya , said after they stopped moving .	16
bets	0	0	They 're bets for a long-running pool : How many nutria will the team find in the marshes of the Wicomico River ?	2
baby	0	0	It 's not drugs or alcohol or even baby formula that has put her in such a bind .	8
presents	0	0	In South Carolina , the investigating agency typically presents the case to a grand jury , not the prosecutor .	8
attract	0	0	KINGSTON , Jamaica -- The picture-perfect beaches and turquoise waters that people expect on their visits to the Caribbean are increasingly being fouled by mats of decaying seaweed that attract biting sand fleas and smell like rotten eggs .	29
stacks	1	5	Hunting is supposed to give the animals a chance , and this stacks the deck so badly . ''	12
armored	1	6	WASHINGTON -- President Barack Obama is ordering up new rules for giving local police agencies access to surplus U.S. military equipment such as the armored vehicles , assault rifles and body armor that police in Ferguson , Missouri , used during protests this summer .	24
executive	1	4	`` We think we 've got a great case to make , '' the Humane Society 's chief executive , Wayne Pacelle , said in a heated televised debate Oct. 14 .	18
combating	1	3	The ivory ban is a key component of a new , national strategy for combating wildlife trafficking , unveiled Tuesday by the White House , seven months after President Barack Obama issued a call to action during a visit to Tanzania .	14
misjudgment	1	9	He told NAACP members attending the group 's 104th annual convention to peacefully confront `` the unfortunate stereotypes '' that sometimes lead to police suspicion and private misjudgment .	27
hustled	1	6	Minutes after arriving by bus at an outlet mall in Cabazon , California , a dozen or so Chinese tourists hustled out to buy luggage that they planned to stuff with high-end clothes , shoes and bags .	20
slopes	0	0	Rocks and boulders sloughed off the crater walls , kicking up plumes of dust as they clattered down the near-vertical slopes .	20
ambulatory	1	8	Taking on the challenge , a team of software and biomedical engineers , neuroscientists , surgeons and prosthetists has designed a prosthetic limb that can reproduce a full repertoire of ambulatory tricks by communicating seamlessly with Vawter 's brain .	30
veteran	1	6	It took Francisco `` Frank '' Miranda , a veteran of the war in Afghanistan , about three years to find a job in the civilian world that was a good fit .	9
sports	0	0	For golfers , it 's an uncontrollable spasm that occurs in the hands right before impact , says Dr. Debbie Crews , a sports psychology consultant for the Arizona State University women 's golf team and a faculty research assistant in the professional golf management program .	23
contain	0	0	Measure 92 in Oregon and Proposition 105 in Colorado call for labeling food so that purchasers know whether they are buying products that contain materials that have been genetically engineered or modified .	23
market	0	0	LOS ANGELES -- When Alisha Chen first got into real estate 10 years ago , she did n't really plan on becoming a gatekeeper for a global housing market .	28
eye	0	0	At least 184 people , nearly all children , suffered eye injuries over the recent Eid al-Fitr holiday from toy weapons that fire BB pellets and rubber shot , health officials said .	10
grade-point	0	0	Castañeda does n't choose participants based on grade-point average .	7
billfish	0	0	The International Union for Conservation of Nature Red List of Threatened Species considers 12 percent of grouper , 11 percent of tuna and billfish and 24 percent of shark and ray species to be threatened with extinction .	23
ruin	0	0	The name might make the condition sound trivial , but the yips can ruin a professional athlete 's career .	13
anniversary	0	0	Protesters against President Mohamed Morsi filled streets and squares , yelling `` Leave , leave '' on the first anniversary of his inauguration .	19
disruptive	1	9	INDEPENDENCE , Mo. -- When Kari Knudtson 's 10-year-old fourth grader at Mill Creek Elementary School in Independence , Mo. , became wildly disruptive in school last month , he was taken from his classroom and put in the school 's isolation room .	23
phobia	1	5	Educators are seeing more and more students suffering from depression , anxiety and social phobia .	14
musical	0	0	In the midst of the stirring `` Glory , '' the musical centerpiece of the Oscar-nominated movie `` Selma , '' Chicago rapper Common delivers a terse summation of how words , melody and a protest merged during the civil-rights movement .	11
theater	0	0	The recall was the first in the 100 years since Colorado adopted the constitutional provision and grew out of sweeping measures passed last winter after mass shootings at a school in Newtown , Connecticut , and at a movie theater in Aurora , outside Denver .	39
mentality	1	3	`` We 've always had powerful female athletes , but we 've never had a story as dynamic as Misty 's , with that underdog mentality she has ... bucking up against all these traditional norms , showing men , women and kids that athletes come in all shapes and sizes . ''	25
globe	0	0	With the start of the region 's high tourism season a few months away , some officials are calling for an emergency meeting of the 15-nation Caribbean Community , worried that the worsening seaweed influx could become a chronic dilemma for the globe 's most tourism-dependent region .	42
jazz	0	0	The Grammy Award-winning jazz singer and bassist said the variety of musicians who have performed at the White House conveys a message of inclusion at what the Obamas have long touted as the `` People 's House . ''	3
signs	0	0	WASHINGTON -- They walk in front of cars , and into tree limbs and street signs .	15
flowing	0	0	Few people realize , he said , that the hollowed-out crater where lava was flowing just a few years ago now holds the world 's youngest glacier .	14
Twice	0	0	Twice as many Latinos will be eligible to vote next year as in 2000 , but Latinos tend to turn out at lower rates than other groups , in part because many young Latinos are n't engaged in politics .	0
Sur	0	0	&lt;img class="pull-right" src="https://newsela-test-files-f331e.s3.amazonaws.com/article_media/extra/20140526_HUMPBACK_FREED_1.jpg" /&gt; SAN JOSE , Calif. -- After a morning spent whale watching in Monterey Bay , the passengers on the Point Sur Clipper on April 27 did n't notice anything amiss when they first spotted the humpback .	21
recommendations	1	7	The recommendations are bound to prompt eye-rolling and LOLs from many teens but an influential pediatricians group says parents need to know that unrestricted media use can have serious consequences .	1
service	0	0	The 17-year-old participates in an after-school program called Tech Connect in Orosi that teaches computer repair , tax preparation and community service .	21
grounded	0	0	Two other quarrels diverted planes last week , including a United Airlines flight that was grounded when a passenger installed a plastic device known as a Knee Defender to prevent the flier in front from reclining .	15
dubbed	0	0	Now , Gray -- since dubbed `` the Million Dollar Scholar '' -- has found a way to help other teens find scholarship money .	5
education	0	0	Proponents of the requirement argued that American children were falling behind in financial literacy and that the increasingly complex world of consumer banking demanded a new kind of education .	28
audits	1	6	Blistering audits have faulted efforts to fight what one official called a `` rat crisis . ''	1
odd	0	0	OXKUTZCAB , Mexico -- Wander into Cafe Rex in Oxkutzcab , Mexico , deep in the interior of the Yucatan Peninsula , and some odd things pop out on the menu .	24
diagnosis	1	4	`` I was very good at putting up a facade , '' said the Los Altos High student , now a senior , who later was diagnosed with major depression and attention deficit hyperactivity disorder , a diagnosis that her parents resisted for six months and that many who knew her could n't believe .	37
loved	0	0	KANSAS CITY , Mo. -- Hickman Mills school nutritionist Leah Schmidt has always loved solving that puzzle of serving up healthy meals that nose-wrinkling children actually will eat .	13
Bringing	0	0	`` Bringing on Misty Copeland is the best decision we 've ever made , '' said Adrienne Lofton , senior vice president of global brand marketing for Under Armour , the Baltimore-based sportswear giant .	1
humpback	1	3	&lt;img class="pull-right" src="https://newsela-test-files-f331e.s3.amazonaws.com/article_media/extra/20140526_HUMPBACK_FREED_1.jpg" /&gt; SAN JOSE , Calif. -- After a morning spent whale watching in Monterey Bay , the passengers on the Point Sur Clipper on April 27 did n't notice anything amiss when they first spotted the humpback .	36
anthropology	1	6	`` There has been this idea that Neanderthals did not have an organized use of space , something that has always been attributed to humans , '' said lead study author Julien Riel-Salvatore , an assistant professor of anthropology at the University of Colorado-Denver .	38
consensus	1	8	`` For the first time in history , states recommended by consensus that an international treaty be negotiated to address the urgent crisis of biodiversity loss on the high seas , '' says Daniela Diz , a marine policy expert at WWF -LRB- World Wildlife Fund -RRB- , who sat in on the consultations , `` It 's an important step forward . ''	11
counterweights	0	0	Each elevator operates using a pulley-like system that consists of a cab and counterweights connected by a cable .	13
sky	0	0	Scattered violence was reported as fireworks and lasers lighted the Sunday night sky .	12
stolen	0	0	`` I thought it was a mistake , that someone had stolen my credit card , '' said Nussbaum , a mother of two children in Westerville , Ohio .	11
irregularities	1	9	Bach bristled when asked at a news conference about the possibility of any voting irregularities .	14
grayish-white	0	0	But something bigger bugged her : the district 's policy of sending children home when they were infested with head lice -- grayish-white insects that suck blood from the scalp and cause severe itching .	22
forests	0	0	Raspberries -- the kind once blanketing North American forests -- cover a small patch of the farm .	8
Elements	0	0	Elements of this size are not routinely found in nature , and it can take years to make them in specialized laboratories .	0
fitted	0	0	Women are bound by strict rules when it comes to their attire , so they can not be seen by men while jogging in sweat pants , much less wearing fitted or revealing shorts .	30
echo	1	3	The lack of any tangible clue to its fate was eerie , unsettling , bizarre -- a real-world echo of the TV show `` Lost '' and the wayward-jetliner mystery at the heart of its story .	18
tipping	1	4	The study looks in detail at what will happen by 2065 , but the actual tipping point comes in 2055 .	15
entirely	0	0	The landing was not entirely smooth , however .	4
dishes	0	0	Across town at the Limba Restaurant , the menu carries an assortment of dishes from Thailand , created by a chef who spent a decade in kitchens in San Francisco , where Asian food is prevalent .	13
sergeant	1	7	`` They call me by saying , ` Hey , master sergeant . ' ''	11
